value,medical_category,risk_level,z_score
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1400.0,Very Low Birth Weight (VLBW),Very High,3.16
1398.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1395.0,Very Low Birth Weight (VLBW),Very High,3.17
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1390.0,Very Low Birth Weight (VLBW),Very High,3.18
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1385.0,Very Low Birth Weight (VLBW),Very High,3.19
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1380.0,Very Low Birth Weight (VLBW),Very High,3.2
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1375.0,Very Low Birth Weight (VLBW),Very High,3.21
1371.0,Very Low Birth Weight (VLBW),Very High,3.22
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1370.0,Very Low Birth Weight (VLBW),Very High,3.23
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1365.0,Very Low Birth Weight (VLBW),Very High,3.24
1361.0,Very Low Birth Weight (VLBW),Very High,3.24
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1360.0,Very Low Birth Weight (VLBW),Very High,3.25
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1355.0,Very Low Birth Weight (VLBW),Very High,3.26
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1350.0,Very Low Birth Weight (VLBW),Very High,3.27
1348.0,Very Low Birth Weight (VLBW),Very High,3.27
1345.0,Very Low Birth Weight (VLBW),Very High,3.28
1345.0,Very Low Birth Weight (VLBW),Very High,3.28
1345.0,Very Low Birth Weight (VLBW),Very High,3.28
1345.0,Very Low Birth Weight (VLBW),Very High,3.28
1345.0,Very Low Birth Weight (VLBW),Very High,3.28
1343.0,Very Low Birth Weight (VLBW),Very High,3.28
1342.0,Very Low Birth Weight (VLBW),Very High,3.28
1342.0,Very Low Birth Weight (VLBW),Very High,3.28
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1340.0,Very Low Birth Weight (VLBW),Very High,3.29
1339.0,Very Low Birth Weight (VLBW),Very High,3.29
1338.0,Very Low Birth Weight (VLBW),Very High,3.29
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1335.0,Very Low Birth Weight (VLBW),Very High,3.3
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1330.0,Very Low Birth Weight (VLBW),Very High,3.31
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1325.0,Very Low Birth Weight (VLBW),Very High,3.32
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1320.0,Very Low Birth Weight (VLBW),Very High,3.33
1315.0,Very Low Birth Weight (VLBW),Very High,3.34
1315.0,Very Low Birth Weight (VLBW),Very High,3.34
1315.0,Very Low Birth Weight (VLBW),Very High,3.34
1315.0,Very Low Birth Weight (VLBW),Very High,3.34
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1310.0,Very Low Birth Weight (VLBW),Very High,3.35
1306.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1305.0,Very Low Birth Weight (VLBW),Very High,3.36
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
1300.0,Very Low Birth Weight (VLBW),Very High,3.37
