value,medical_category,risk_level,z_score
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1170.0,Very Low Birth Weight (VLBW),Very High,3.64
1168.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1165.0,Very Low Birth Weight (VLBW),Very High,3.65
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1160.0,Very Low Birth Weight (VLBW),Very High,3.66
1155.0,Very Low Birth Weight (VLBW),Very High,3.67
1155.0,Very Low Birth Weight (VLBW),Very High,3.67
1155.0,Very Low Birth Weight (VLBW),Very High,3.67
1151.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1150.0,Very Low Birth Weight (VLBW),Very High,3.68
1145.0,Very Low Birth Weight (VLBW),Very High,3.69
1145.0,Very Low Birth Weight (VLBW),Very High,3.69
1145.0,Very Low Birth Weight (VLBW),Very High,3.69
1145.0,Very Low Birth Weight (VLBW),Very High,3.69
1145.0,Very Low Birth Weight (VLBW),Very High,3.69
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1140.0,Very Low Birth Weight (VLBW),Very High,3.7
1135.0,Very Low Birth Weight (VLBW),Very High,3.71
1133.0,Very Low Birth Weight (VLBW),Very High,3.72
1132.0,Very Low Birth Weight (VLBW),Very High,3.72
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1130.0,Very Low Birth Weight (VLBW),Very High,3.73
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1125.0,Very Low Birth Weight (VLBW),Very High,3.74
1124.0,Very Low Birth Weight (VLBW),Very High,3.74
1122.0,Very Low Birth Weight (VLBW),Very High,3.74
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1120.0,Very Low Birth Weight (VLBW),Very High,3.75
1115.0,Very Low Birth Weight (VLBW),Very High,3.76
1115.0,Very Low Birth Weight (VLBW),Very High,3.76
1115.0,Very Low Birth Weight (VLBW),Very High,3.76
1115.0,Very Low Birth Weight (VLBW),Very High,3.76
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1110.0,Very Low Birth Weight (VLBW),Very High,3.77
1106.0,Very Low Birth Weight (VLBW),Very High,3.78
1106.0,Very Low Birth Weight (VLBW),Very High,3.78
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1100.0,Very Low Birth Weight (VLBW),Very High,3.79
1098.0,Very Low Birth Weight (VLBW),Very High,3.79
1095.0,Very Low Birth Weight (VLBW),Very High,3.8
1095.0,Very Low Birth Weight (VLBW),Very High,3.8
1095.0,Very Low Birth Weight (VLBW),Very High,3.8
1095.0,Very Low Birth Weight (VLBW),Very High,3.8
1095.0,Very Low Birth Weight (VLBW),Very High,3.8
1094.0,Very Low Birth Weight (VLBW),Very High,3.8
1092.0,Very Low Birth Weight (VLBW),Very High,3.8
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1090.0,Very Low Birth Weight (VLBW),Very High,3.81
1088.0,Very Low Birth Weight (VLBW),Very High,3.81
1085.0,Very Low Birth Weight (VLBW),Very High,3.82
1085.0,Very Low Birth Weight (VLBW),Very High,3.82
1085.0,Very Low Birth Weight (VLBW),Very High,3.82
1085.0,Very Low Birth Weight (VLBW),Very High,3.82
1085.0,Very Low Birth Weight (VLBW),Very High,3.82
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1080.0,Very Low Birth Weight (VLBW),Very High,3.83
1077.0,Very Low Birth Weight (VLBW),Very High,3.84
1075.0,Very Low Birth Weight (VLBW),Very High,3.84
1075.0,Very Low Birth Weight (VLBW),Very High,3.84
1075.0,Very Low Birth Weight (VLBW),Very High,3.84
1075.0,Very Low Birth Weight (VLBW),Very High,3.84
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1070.0,Very Low Birth Weight (VLBW),Very High,3.85
1069.0,Very Low Birth Weight (VLBW),Very High,3.85
1065.0,Very Low Birth Weight (VLBW),Very High,3.86
1065.0,Very Low Birth Weight (VLBW),Very High,3.86
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1060.0,Very Low Birth Weight (VLBW),Very High,3.87
1058.0,Very Low Birth Weight (VLBW),Very High,3.88
1055.0,Very Low Birth Weight (VLBW),Very High,3.88
1055.0,Very Low Birth Weight (VLBW),Very High,3.88
1054.0,Very Low Birth Weight (VLBW),Very High,3.88
1052.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1050.0,Very Low Birth Weight (VLBW),Very High,3.89
1048.0,Very Low Birth Weight (VLBW),Very High,3.9
1046.0,Very Low Birth Weight (VLBW),Very High,3.9
1045.0,Very Low Birth Weight (VLBW),Very High,3.9
1045.0,Very Low Birth Weight (VLBW),Very High,3.9
1045.0,Very Low Birth Weight (VLBW),Very High,3.9
1045.0,Very Low Birth Weight (VLBW),Very High,3.9
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1040.0,Very Low Birth Weight (VLBW),Very High,3.91
1039.0,Very Low Birth Weight (VLBW),Very High,3.91
1035.0,Very Low Birth Weight (VLBW),Very High,3.92
1035.0,Very Low Birth Weight (VLBW),Very High,3.92
1035.0,Very Low Birth Weight (VLBW),Very High,3.92
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1030.0,Very Low Birth Weight (VLBW),Very High,3.93
1029.0,Very Low Birth Weight (VLBW),Very High,3.94
1028.0,Very Low Birth Weight (VLBW),Very High,3.94
1026.0,Very Low Birth Weight (VLBW),Very High,3.94
1025.0,Very Low Birth Weight (VLBW),Very High,3.94
1025.0,Very Low Birth Weight (VLBW),Very High,3.94
1025.0,Very Low Birth Weight (VLBW),Very High,3.94
1025.0,Very Low Birth Weight (VLBW),Very High,3.94
1023.0,Very Low Birth Weight (VLBW),Very High,3.95
1021.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1020.0,Very Low Birth Weight (VLBW),Very High,3.95
1019.0,Very Low Birth Weight (VLBW),Very High,3.96
1018.0,Very Low Birth Weight (VLBW),Very High,3.96
1016.0,Very Low Birth Weight (VLBW),Very High,3.96
1016.0,Very Low Birth Weight (VLBW),Very High,3.96
1015.0,Very Low Birth Weight (VLBW),Very High,3.96
1015.0,Very Low Birth Weight (VLBW),Very High,3.96
1015.0,Very Low Birth Weight (VLBW),Very High,3.96
1015.0,Very Low Birth Weight (VLBW),Very High,3.96
1011.0,Very Low Birth Weight (VLBW),Very High,3.97
1011.0,Very Low Birth Weight (VLBW),Very High,3.97
1011.0,Very Low Birth Weight (VLBW),Very High,3.97
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1010.0,Very Low Birth Weight (VLBW),Very High,3.98
1009.0,Very Low Birth Weight (VLBW),Very High,3.98
1009.0,Very Low Birth Weight (VLBW),Very High,3.98
1009.0,Very Low Birth Weight (VLBW),Very High,3.98
1008.0,Very Low Birth Weight (VLBW),Very High,3.98
1008.0,Very Low Birth Weight (VLBW),Very High,3.98
1008.0,Very Low Birth Weight (VLBW),Very High,3.98
1007.0,Very Low Birth Weight (VLBW),Very High,3.98
1007.0,Very Low Birth Weight (VLBW),Very High,3.98
1007.0,Very Low Birth Weight (VLBW),Very High,3.98
1007.0,Very Low Birth Weight (VLBW),Very High,3.98
1006.0,Very Low Birth Weight (VLBW),Very High,3.98
1006.0,Very Low Birth Weight (VLBW),Very High,3.98
1006.0,Very Low Birth Weight (VLBW),Very High,3.98
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1005.0,Very Low Birth Weight (VLBW),Very High,3.99
1004.0,Very Low Birth Weight (VLBW),Very High,3.99
1003.0,Very Low Birth Weight (VLBW),Very High,3.99
1003.0,Very Low Birth Weight (VLBW),Very High,3.99
1003.0,Very Low Birth Weight (VLBW),Very High,3.99
1003.0,Very Low Birth Weight (VLBW),Very High,3.99
1002.0,Very Low Birth Weight (VLBW),Very High,3.99
1002.0,Very Low Birth Weight (VLBW),Very High,3.99
1002.0,Very Low Birth Weight (VLBW),Very High,3.99
1002.0,Very Low Birth Weight (VLBW),Very High,3.99
1001.0,Very Low Birth Weight (VLBW),Very High,3.99
1001.0,Very Low Birth Weight (VLBW),Very High,3.99
1001.0,Very Low Birth Weight (VLBW),Very High,3.99
1000.0,Very Low Birth Weight (VLBW),Very High,4.0
